Freq.	V(out_fs)
1.49623565609442e+00	(-8.65571067788256e+01dB,8.99999823829008e+01°)
1.49968483550236e+00	(-8.65371067788256e+01dB,8.99999823422892e+01°)
1.50314196609001e+00	(-8.65171067788256e+01dB,8.99999823015839e+01°)
1.50660706618673e+00	(-8.64971067788256e+01dB,8.99999822607849e+01°)
1.51008015416413e+00	(-8.64771067788256e+01dB,8.99999822198917e+01°)
1.51356124843619e+00	(-8.64571067788256e+01dB,8.99999821789044e+01°)
1.51705036745932e+00	(-8.64371067788257e+01dB,8.99999821378225e+01°)
1.52054752973248e+00	(-8.64171067788256e+01dB,8.99999820966459e+01°)
1.52405275379728e+00	(-8.63971067788256e+01dB,8.99999820553744e+01°)
1.52756605823806e+00	(-8.63771067788256e+01dB,8.99999820140078e+01°)
1.53108746168202e+00	(-8.63571067788256e+01dB,8.99999819725458e+01°)
1.53461698279928e+00	(-8.63371067788256e+01dB,8.99999819309882e+01°)
1.53815464030302e+00	(-8.63171067788256e+01dB,8.99999818893349e+01°)
1.54170045294954e+00	(-8.62971067788256e+01dB,8.99999818475855e+01°)
1.54525443953840e+00	(-8.62771067788256e+01dB,8.99999818057398e+01°)
1.54881661891247e+00	(-8.62571067788256e+01dB,8.99999817637977e+01°)
1.55238700995807e+00	(-8.62371067788256e+01dB,8.99999817217589e+01°)
1.55596563160506e+00	(-8.62171067788256e+01dB,8.99999816796232e+01°)
1.55955250282694e+00	(-8.61971067788256e+01dB,8.99999816373904e+01°)
1.56314764264094e+00	(-8.61771067788256e+01dB,8.99999815950602e+01°)
1.56675107010813e+00	(-8.61571067788257e+01dB,8.99999815526325e+01°)
1.57036280433354e+00	(-8.61371067788257e+01dB,8.99999815101069e+01°)
1.57398286446620e+00	(-8.61171067788256e+01dB,8.99999814674833e+01°)
1.57761126969933e+00	(-8.60971067788257e+01dB,8.99999814247614e+01°)
1.58124803927037e+00	(-8.60771067788257e+01dB,8.99999813819411e+01°)
1.58489319246110e+00	(-8.60571067788257e+01dB,8.99999813390220e+01°)
1.58854674859776e+00	(-8.60371067788257e+01dB,8.99999812960040e+01°)
1.59220872705115e+00	(-8.60171067788256e+01dB,8.99999812528868e+01°)
1.59587914723672e+00	(-8.59971067788257e+01dB,8.99999812096703e+01°)
1.59955802861465e+00	(-8.59771067788257e+01dB,8.99999811663541e+01°)
1.60324539069002e+00	(-8.59571067788257e+01dB,8.99999811229381e+01°)
1.60694125301286e+00	(-8.59371067788257e+01dB,8.99999810794219e+01°)
1.61064563517825e+00	(-8.59171067788257e+01dB,8.99999810358055e+01°)
1.61435855682647e+00	(-8.58971067788257e+01dB,8.99999809920885e+01°)
1.61808003764305e+00	(-8.58771067788257e+01dB,8.99999809482708e+01°)
1.62181009735891e+00	(-8.58571067788257e+01dB,8.99999809043520e+01°)
1.62554875575047e+00	(-8.58371067788257e+01dB,8.99999808603320e+01°)
1.62929603263970e+00	(-8.58171067788257e+01dB,8.99999808162105e+01°)
1.63305194789432e+00	(-8.57971067788257e+01dB,8.99999807719873e+01°)
1.63681652142779e+00	(-8.57771067788257e+01dB,8.99999807276621e+01°)
1.64058977319952e+00	(-8.57571067788257e+01dB,8.99999806832348e+01°)
1.64437172321491e+00	(-8.57371067788257e+01dB,8.99999806387051e+01°)
1.64816239152549e+00	(-8.57171067788257e+01dB,8.99999805940727e+01°)
1.65196179822900e+00	(-8.56971067788257e+01dB,8.99999805493374e+01°)
1.65576996346951e+00	(-8.56771067788257e+01dB,8.99999805044990e+01°)
