Freq.	V(out_fs)
1.72981635921508e+05	(-5.29663228325522e+00dB,-9.09466051022871e+01°)
1.73380399775412e+05	(-5.27663053467279e+00dB,-9.09487876393008e+01°)
1.73780082874935e+05	(-5.25662877802453e+00dB,-9.09509752102637e+01°)
1.74180687339159e+05	(-5.23662701327325e+00dB,-9.09531678267987e+01°)
1.74582215292048e+05	(-5.21662524038161e+00dB,-9.09553655005559e+01°)
1.74984668862463e+05	(-5.19662345931208e+00dB,-9.09575682432122e+01°)
1.75388050184174e+05	(-5.17662167002695e+00dB,-9.09597760664715e+01°)
1.75792361395867e+05	(-5.15661987248837e+00dB,-9.09619889820650e+01°)
1.76197604641161e+05	(-5.13661806665827e+00dB,-9.09642070017510e+01°)
1.76603782068614e+05	(-5.11661625249846e+00dB,-9.09664301373150e+01°)
1.77010895831740e+05	(-5.09661442997052e+00dB,-9.09686584005698e+01°)
1.77418948089014e+05	(-5.07661259903588e+00dB,-9.09708918033556e+01°)
1.77827941003890e+05	(-5.05661075965581e+00dB,-9.09731303575400e+01°)
1.78237876744807e+05	(-5.03660891179135e+00dB,-9.09753740750182e+01°)
1.78648757485203e+05	(-5.01660705540341e+00dB,-9.09776229677128e+01°)
1.79060585403527e+05	(-4.99660519045270e+00dB,-9.09798770475741e+01°)
1.79473362683250e+05	(-4.97660331689975e+00dB,-9.09821363265802e+01°)
1.79887091512876e+05	(-4.95660143470490e+00dB,-9.09844008167367e+01°)
1.80301774085954e+05	(-4.93659954382833e+00dB,-9.09866705300772e+01°)
1.80717412601090e+05	(-4.91659764423002e+00dB,-9.09889454786632e+01°)
1.81134009261958e+05	(-4.89659573586977e+00dB,-9.09912256745841e+01°)
1.81551566277311e+05	(-4.87659381870719e+00dB,-9.09935111299571e+01°)
1.81970085860996e+05	(-4.85659189270171e+00dB,-9.09958018569280e+01°)
1.82389570231961e+05	(-4.83658995781257e+00dB,-9.09980978676702e+01°)
1.82810021614272e+05	(-4.81658801399882e+00dB,-9.10003991743855e+01°)
1.83231442237119e+05	(-4.79658606121934e+00dB,-9.10027057893043e+01°)
1.83653834334832e+05	(-4.77658409943280e+00dB,-9.10050177246848e+01°)
1.84077200146893e+05	(-4.75658212859768e+00dB,-9.10073349928140e+01°)
1.84501541917945e+05	(-4.73658014867227e+00dB,-9.10096576060071e+01°)
1.84926861897805e+05	(-4.71657815961468e+00dB,-9.10119855766082e+01°)
1.85353162341478e+05	(-4.69657616138283e+00dB,-9.10143189169897e+01°)
1.85780445509167e+05	(-4.67657415393442e+00dB,-9.10166576395527e+01°)
1.86208713666284e+05	(-4.65657213722699e+00dB,-9.10190017567272e+01°)
1.86637969083464e+05	(-4.63657011121784e+00dB,-9.10213512809719e+01°)
1.87068214036577e+05	(-4.61656807586412e+00dB,-9.10237062247745e+01°)
1.87499450806739e+05	(-4.59656603112277e+00dB,-9.10260666006514e+01°)
